10000 50000
5195 956 825
3865 5664 544
8883 7409 499
8963 2503 581
2216 8577 348
5744 9762 258
7578 530 969
8425 742 777
8995 7998 84
3330 9628 294
6761 5438 524
3812 3854 983
3121 138 592
1845 9460 385
5292 7833 405
2153 9830 257
8869 8083 749
7782 9200 593
9452 166 188
2537 918 619
6940 20 734
9382 4626 605
6012 6599 472
6485 5503 394
8568 3008 335
1536 5132 764
494 25 3
4164 5935 449
4424 6569 56
4591 2268 5
937 2406 368
5850 475 398
9293 2092 348
1351 958 202
7043 7383 245
5668 7559 779
949 6713 159
5242 338 594
6093 7952 436
7389 9555 122
5421 7748 498
2836 2831 472
7554 5505 747
7372 7190 478
8146 2244 445
8507 7447 899
1636 3871 220
9964 3060 841
2298 3154 575
2749 8141 655
5676 1310 201
9832 5989 763
8060 4725 282
5704 5400 196
3214 507 372
8012 9631 127
5593 8363 759
5754 5896 983
6765 5461 707
4793 99 244
850 9075 565
8172 3166 483
6786 8162 813
3755 9189 625
6334 4734 316
6082 8782 282
3177 2955 870
8717 5469 404
9649 8825 292
7216 1063 523
9446 5886 645
3153 2797 274
741 8442 361
14 5709 308
8612 635 917
910 4593 891
8097 4874 668
9020 8388 837
1417 8255 576
9741 551 298
3412 6840 370
878 3519 796
2239 7320 579
8062 6720 669
992 8851 667
1385 1150 300
7492 5394 35
6646 571 702
4266 3711 364
3960 8059 761
1877 8770 634
7937 8167 499
1963 4511 859
3219 7670 699
7980 9927 215
4703 1820 504
8246 8589 803
2267 4340 155
8320 490 784
6232 4026 202
9137 6032 753
1524 803 785
415 9412 306
3697 532 683
6637 7063 646
2429 8192 294
8006 8181 644
5410 4612 308
4979 8043 852
5069 7143 834
2556 9386 842
62 9706 395
9867 8184 424
9885 3714 124
2620 423 863
1577 473 809
3428 1838 751
2014 3201 322
7827 3925 209
7285 2651 268
143 9662 17
226 5320 9
1491 2095 849
9051 4035 421
2661 8615 887
5924 1557 348
6556 1902 774
5516 8536 187
6402 1780 989
3265 7949 398
6149 1536 703
108 8734 296
9518 1886 127
3204 9785 50
7546 1463 851
7385 4598 682
5227 9433 84
231 5411 831
4126 3233 178
5118 4616 984
8158 899 147
6398 270 222
1797 181 765
4580 3584 402
4961 1159 506
0 6827 1000
1896 7931 268
8682 8447 588
6813 8421 332
2246 9973 798
8760 8761 658
8731 3813 489
7715 2420 806
27 6 229
7493 504 812
9336 8156 112
5258 442 71
6753 6627 421
6177 7644 210
5208 9258 28
1970 6377 85
5920 9215 136
8416 860 911
4814 6119 467
5 9062 207
93 217 35
5755 9419 839
6275 2644 249
1679 2989 736
2210 4108 57
7998 5322 960
5479 9463 664
8739 751 345
4899 5482 775
6556 225 344
4034 9724 215
4042 5352 293
2068 344 85
3776 4886 547
2550 3081 937
1765 9331 898
7169 8842 659
4008 956 631
8107 9220 294
8435 3297 207
9968 5143 257
1748 4181 88
5470 4649 576
6151 2243 816
4065 7208 261
5023 6628 569
4492 674 352
8982 6147 569
2369 2815 585
5227 6471 572
3738 3871 267
2797 7446 851
7174 7801 154
8517 7541 993
8574 5873 220
9651 443 669
2208 3206 63
4266 5665 917
3557 7578 41
4453 485 383
6430 8428 974
6171 1674 131
9502 2664 792
6269 4616 143
1698 88 87
2493 4748 507
7216 1357 836
5948 143 589
3038 2287 764
2944 9016 319
4154 6660 971
7589 5862 291
8894 9528 870
5923 9823 664
9810 6520 905
8015 1220 674
858 3223 181
558 5675 798
8145 567 389
9969 8871 510
4703 3753 750
2986 3312 926
9525 6750 617
9150 1666 1
1876 9681 37
9622 534 297
6683 9467 450
3578 2197 755
2666 5872 536
9391 5799 93
2796 8853 510
7783 9967 668
6318 8817 27
4429 1189 553
8916 8143 498
2568 4871 953
5243 6477 335
1120 8595 371
9404 7120 134
8081 3656 826
7870 3769 903
9353 7649 942
1922 2077 643
949 9107 383
3581 6446 239
1162 7896 753
662 543 897
1814 3045 46
2001 7442 26
8891 705 451
3849 542 333
2712 4341 218
5704 3865 4
5144 4594 790
4275 1995 786
1231 6192 87
9742 3021 647
7774 8923 746
9858 2916 259
8311 2405 900
4794 4111 885
1548 1996 322
7818 5969 706
6883 2422 57
9674 9203 226
2494 4665 620
3176 5380 713
7764 2492 437
1500 7856 103
5025 4518 645
6612 9175 683
8781 7731 724
9489 419 936
5354 7160 228
5066 1829 538
1724 9086 441
4394 214 758
6445 1523 173
2813 368 186
1644 2225 38
460 2581 5
1846 3145 76
1052 5083 205
196 877 935
6939 8371 981
3184 8472 427
2015 3608 166
5121 5797 567
3415 1086 758
8371 8502 535
7019 8985 740
7226 8023 360
195 2697 456
8316 404 247
6878 4566 111
6362 6639 635
6760 5979 288
8948 3475 142
8615 7563 343
3985 8866 163
8520 3396 402
5288 9000 923
3476 4565 126
7531 9104 278
5378 3502 906
712 8253 768
7805 1148 480
9191 6568 744
568 7913 910
2215 3366 92
1429 7049 517
2528 318 567
246 4542 275
6265 1840 80
1831 5319 228
3704 5309 86
7980 1684 194
8182 5388 684
3434 6635 551
8650 6397 810
1424 4313 667
7825 4475 174
7857 3114 364
4238 5597 162
1497 9331 782
3024 2516 352
4590 3221 112
6224 1340 484
3244 6583 650
8539 439 38
6559 1635 980
6839 8121 963
3426 2498 302
8302 8716 954
2809 9021 258
229 2355 350
1782 7250 893
5640 9079 821
1645 1789 590
1788 4673 882
5627 9831 122
3895 8941 669
2812 6365 163
7572 3021 928
3095 5095 600
1871 9374 78
6246 2276 87
7612 8697 508
4105 8907 71
6292 2599 567
938 4824 44
3590 4973 880
8599 9456 574
8955 1999 568
3185 8283 355
102 7936 243
1390 4080 934
165 1215 390
4536 1001 253
3416 6499 262
4862 8264 732
5862 7967 380
6194 8385 132
9772 9629 154
5363 5878 367
8984 3080 845
5246 7057 692
1716 3041 357
9084 7918 631
2758 6689 14
1348 9223 789
6353 9443 61
9030 2444 418
9322 1636 825
7848 7048 688
6842 1980 734
4938 8856 705
5293 2247 619
3820 5092 427
2476 8216 518
459 3446 376
3075 7894 172
2040 8921 819
9863 3241 714
93 4948 811
8229 5284 171
948 9991 588
5465 5968 571
778 9830 622
7487 1611 543
5460 1871 241
3047 7637 659
2148 5544 389
7062 6031 345
1064 3721 543
267 4498 120
1597 9993 162
1375 4365 611
2569 7410 720
2204 4250 901
12 5739 252
4857 4563 214
5777 8456 635
5075 4132 406
3364 6531 822
7779 9508 776
4371 7164 105
141 7482 172
7854 1314 221
8020 2135 357
9960 4345 789
609 9847 795
9771 2473 162
1162 1274 796
2213 6005 564
729 8905 111
8316 6744 517
7042 5600 529
8935 5791 398
1211 69 166
4273 7335 841
8180 5586 610
386 5723 439
4451 6542 501
9444 8540 6
5252 4640 544
192 6513 418
4918 3892 826
1414 8718 369
266 2603 179
8072 984 547
2941 1414 12
6901 817 947
337 2412 399
3439 2962 263
5002 6117 86
746 5993 800
244 6419 492
3587 7332 639
6022 5064 198
4137 6796 51
9012 2768 658
5737 1615 334
9245 4545 672
2387 4877 147
7231 5901 911
898 612 110
4419 2998 460
5162 3292 458
9901 9569 525
1718 3223 664
3039 2649 537
401 7355 35
7942 5640 252
4021 4431 702
1464 8683 982
4747 5534 746
2767 8094 761
3712 4778 794
7996 9967 595
2104 246 711
2826 9582 39
2382 584 428
3413 2536 87
425 4829 789
7746 5626 109
1245 2490 862
8461 1145 747
8434 7784 129
2976 6915 809
1892 3188 179
9516 1951 304
4167 5751 324
8887 4567 372
3606 172 499
6318 8402 940
8124 4057 939
6071 8197 249
7759 4183 182
8627 2046 516
1752 5213 983
7884 2131 721
7655 1207 460
578 7391 279
6945 3129 893
607 2897 111
3092 6510 211
5599 1019 472
5059 2004 847
7530 3709 407
8688 9778 14
6777 4444 766
5313 5332 682
4107 5708 398
2695 7029 137
6797 7732 717
259 8980 346
5327 4052 62
8138 50 559
1119 5132 652
201 574 7
9694 6560 999
6547 915 368
5197 7659 237
7761 7682 794
587 4796 726
5727 2015 294
1762 9767 425
5365 3413 100
2472 2713 199
235 6132 310
2928 3458 423
1253 8944 531
8622 716 655
1269 3362 810
6096 5951 211
6989 8934 758
858 2144 88
590 9151 166
2121 9151 777
1243 3735 308
5447 5338 66
7195 4377 607
4384 3578 121
5272 4151 15
3573 6088 719
2077 3538 784
7920 4854 398
8497 6741 73
4590 5361 385
7336 6770 847
4214 9921 32
8723 253 136
9944 7667 131
5934 3721 104
6561 669 303
9691 1186 35
1839 9826 344
3864 2248 24
385 5381 177
1362 6817 267
4499 3751 131
8399 555 44
8426 7801 718
4688 3410 355
7978 8747 815
4199 460 747
8209 9951 528
1310 3001 713
551 174 694
3571 9061 335
3654 4935 488
6798 6852 493
6727 4100 624
5672 6704 708
8304 4456 102
977 4154 690
4166 2248 838
3319 2181 247
1779 871 840
5954 9223 927
2477 5902 965
6166 5110 533
4578 5905 998
6869 3809 823
9306 2800 533
7710 2964 253
2493 6952 410
5470 4098 802
6309 1798 600
8319 4565 418
8584 3755 75
1524 8597 960
2131 6120 615
2662 7937 638
2612 5709 880
7590 3471 976
8932 2604 693
5936 5758 696
6117 3038 640
9031 7515 393
4217 2543 65
6699 4666 665
3239 7478 886
1426 7396 857
1983 2817 292
1308 6132 658
2989 9253 190
7818 3543 33
3012 9086 181
6659 8224 907
437 3655 279
6789 9542 217
1372 6952 971
7582 6124 902
1196 4027 271
2528 5650 606
3124 3024 97
5013 9136 260
3174 1339 551
6485 1132 370
6161 7010 701
4079 2002 653
6766 2423 667
5683 1937 581
5226 6668 933
3082 4560 854
6663 5754 32
8446 8071 348
7090 4535 625
3564 7301 372
1803 2173 854
5417 5797 597
6870 7879 322
3015 1338 671
3989 2060 55
401 3908 916
923 808 775
8467 5331 414
5582 8007 598
8094 736 169
9845 4376 824
9125 4129 106
6729 2621 221
1550 4251 516
3211 5275 9
4778 9328 720
9112 2280 286
4285 5447 68
8485 227 184
8254 2462 830
6504 1219 675
1697 4020 895
4871 6002 881
4587 150 693
4563 4603 113
6790 2468 507
2644 6335 665
8935 6726 882
1835 1735 472
1709 2032 22
2425 8207 996
2558 8291 273
5616 7948 933
5356 8526 181
7983 1528 510
5577 1646 212
5449 1456 252
7995 1693 573
9848 345 880
9545 7243 296
340 9527 615
3701 9705 460
5296 1530 942
6384 2114 733
9972 4481 207
3376 1962 880
7684 2202 544
5808 4715 817
8901 8512 445
9495 5336 322
4134 2300 682
9779 5812 582
7995 8876 998
3402 7490 155
7734 9593 870
4987 8696 135
9502 116 328
3258 1905 260
7809 2915 671
6877 8021 218
9335 7973 220
1809 365 293
5999 8498 43
6389 7308 311
6131 7572 570
321 3701 378
5218 5021 210
1559 7665 59
7073 4767 932
6243 6395 677
1801 2308 746
1898 977 250
2285 1899 757
5043 5778 382
3069 4798 178
6063 323 580
2391 9773 910
3720 7572 765
5984 917 347
3512 7657 996
8008 5902 169
2799 8841 900
4575 8277 913
6326 1586 410
1124 3132 846
4073 8065 484
6249 8781 966
4119 6376 618
1520 1449 275
1757 4087 319
9553 5229 386
7599 1199 735
9080 8208 723
5756 7720 597
6934 7245 129
5822 3874 681
1185 2738 989
6209 5670 999
5745 4140 339
5226 6258 799
5185 7062 51
2741 9732 816
3790 4762 756
5909 2878 956
5819 9704 894
6444 2976 114
8841 1712 298
2108 2865 536
3161 463 418
872 644 852
2166 6411 865
5396 2899 488
5971 1956 986
6400 2068 216
623 8932 546
2006 2455 301
65 9077 756
20 7625 926
5182 62 756
6087 6032 119
6600 4343 969
6414 8756 391
8415 8352 887
8367 7674 184
8206 4807 826
3922 7328 832
4523 1417 856
2228 6908 577
1200 1300 276
6201 7497 226
2578 3879 193
828 2161 904
4438 2069 994
8153 7025 108
4592 5317 723
1096 7146 927
4763 1569 155
944 4680 564
4129 7369 975
8018 8335 836
8514 7719 449
2757 86 364
1406 9782 490
6323 4257 591
8805 5911 121
9967 4531 168
7725 3053 912
1427 3138 435
8533 3767 690
4552 4673 3
5334 9860 639
4535 5514 546
6380 7940 139
6059 6349 181
9978 8720 884
582 9025 359
7765 7564 824
3382 4834 784
4129 7999 964
240 4004 913
4837 6303 91
5580 4092 793
3746 5361 182
8321 1928 155
4159 5926 650
7012 3965 281
1793 499 124
4208 4630 434
2562 9323 190
8079 5463 114
9087 8235 213
5383 6188 693
201 1281 682
7532 4265 964
8609 1089 323
8284 4957 980
1947 8472 621
5478 4668 112
7115 3254 729
1512 3088 110
9329 72 74
878 6870 724
7511 3300 107
5319 9714 801
1519 3540 30
2009 9653 770
7609 8859 532
5126 5611 194
7271 7359 501
64 1426 854
968 8032 289
3753 174 760
4617 6952 145
5887 618 259
4852 3240 517
7737 6745 92
4834 5630 319
4049 1434 216
8463 2868 590
8537 533 813
8870 4795 700
4869 358 214
2009 9265 908
9947 5150 213
6305 9999 810
5259 7229 824
3205 8735 843
5269 4703 401
6929 956 76
8589 5430 653
119 5264 107
265 4354 484
8752 2149 842
3939 1678 12
6218 6692 273
2583 2056 529
5311 6258 279
2505 2917 339
8506 7593 100
8196 2517 267
7210 9101 957
6503 1457 313
3734 6155 386
4721 7482 258
8410 2811 938
214 6266 301
3783 2598 363
5897 9774 404
9952 529 937
9952 3931 298
1756 975 387
2380 5092 769
1921 2340 312
627 2182 677
6748 9454 575
1165 8875 5
7430 5530 473
7674 9627 12
5158 4260 399
4148 108 341
6609 8125 743
5977 6048 131
4932 1542 691
623 451 412
4895 9470 976
4325 6470 304
1841 5437 572
6265 9193 38
3366 844 822
2345 4615 926
9125 5029 369
9305 1109 184
8605 6909 192
3441 1680 171
9151 1314 966
2087 5768 640
2867 35 481
1081 7650 576
8461 528 813
6702 6403 560
4968 4331 605
703 8139 624
4949 3970 903
333 6594 821
9222 8463 711
3391 2591 574
7071 4246 124
7927 2424 250
6620 940 378
1723 1266 763
8533 8231 890
1720 5320 399
6074 270 59
7289 9450 152
28 3066 503
6696 1756 543
171 2341 43
1347 771 344
8436 863 172
3452 9016 660
9406 8230 726
1645 3036 515
4270 991 62
499 5279 396
6910 815 920
8832 8616 15
1807 7171 268
9425 6759 301
3060 2742 266
6917 281 842
9916 8706 979
9683 2080 489
8356 2441 53
461 6681 699
3695 9804 744
5148 3316 652
0 5861 785
2701 1659 278
8518 945 358
5144 5136 560
2369 1486 424
917 6301 715
9752 814 959
1096 6840 400
3852 7192 304
8787 5869 919
6527 2682 307
5103 1154 297
2845 1193 790
928 5282 279
2126 1225 83
2706 2872 894
8381 7101 853
3566 4903 580
5481 6249 549
6979 2677 985
4106 9910 650
9936 4502 914
6054 2726 432
5913 8012 457
4760 1336 882
392 7273 83
7220 2443 905
419 5890 768
3685 4786 59
5426 4402 519
1947 3457 590
8227 4738 910
3802 9371 624
7476 7479 109
3588 8373 347
9720 6923 268
8995 1278 877
7551 2902 999
4201 7363 677
5798 9765 327
3941 7090 480
6444 8908 977
8884 8992 132
9545 7333 168
5322 4170 917
1729 3591 823
3093 1748 691
6673 355 157
4220 1310 504
5325 449 690
264 8911 76
9572 5708 44
4718 2636 110
4112 1652 34
6190 1338 203
5162 5600 877
7896 9086 378
7053 5497 811
3586 8008 337
8885 8411 30
303 6330 548
5360 1019 872
9201 2455 307
7362 2175 592
9192 33 181
2900 7027 722
7260 9929 818
6141 7606 399
5888 8751 670
6117 7601 954
3948 6776 95
5500 210 881
5108 2750 656
3465 8112 330
825 8244 752
6958 8881 806
6275 2554 237
7205 2768 105
3863 2304 682
2379 3770 768
5977 7840 876
6452 8275 338
222 2335 626
4815 3472 477
3688 2015 477
8874 8165 309
5920 8305 786
2577 874 863
1577 6517 452
1860 1102 716
7305 2655 81
4871 541 237
3267 8790 537
2225 7227 345
8185 7041 648
1217 2129 584
3093 9347 845
4375 4127 843
9007 4882 131
4172 1287 916
8805 9827 259
6965 3846 973
4391 2262 457
2313 8392 889
4092 6868 766
5340 8806 534
3680 6435 738
6264 5705 546
4794 4388 985
9319 261 559
5106 7511 707
8538 9541 945
2871 7050 665
5734 5742 414
7196 7487 268
9117 1955 465
8894 2121 395
4443 6843 774
909 7109 113
6225 205 895
8543 7383 480
6145 9947 696
1429 605 406
7160 2000 574
6094 4491 360
3129 819 233
5599 2454 840
6612 750 200
1977 7036 525
8735 4056 873
625 9764 107
3303 1791 698
6821 9441 531
3833 9026 151
168 7338 863
3312 9268 96
6018 5990 20
6692 3960 361
3540 4014 834
3895 3950 44
9383 8634 322
4225 2184 62
8415 2265 421
7992 8584 375
6399 397 551
1143 904 570
2025 8616 311
7534 5360 24
9863 6949 300
4137 3044 936
962 6672 547
3434 8806 515
265 7864 54
2475 9054 916
9072 1122 283
8223 3187 396
9429 117 68
4351 8063 248
2224 2888 10
3283 2772 124
293 4181 798
1059 239 770
331 2053 654
3811 3838 854
6177 2028 806
3625 7162 581
7922 9352 373
105 6395 171
164 114 490
1968 2923 480
27 4330 824
431 1553 622
9522 3053 855
4917 3857 343
9612 1482 826
2593 2916 340
4588 9292 112
2154 9222 560
9561 26 345
5064 6232 27
1004 8634 648
1471 7310 688
2236 1245 652
7449 2515 431
1509 8618 803
3681 9198 890
3719 3946 511
2593 4596 721
6858 7858 517
2194 4142 316
7383 812 215
8106 5723 621
4220 7069 609
8553 6053 426
342 9255 195
3202 6908 845
7927 9942 428
9038 1440 182
2933 509 103
498 3873 942
934 202 560
9896 497 958
7754 3129 382
2985 8445 252
3434 9539 243
795 8576 188
8072 5701 624
9732 2070 881
8812 9678 305
7007 271 352
6754 8140 728
1209 9836 628
3159 8086 860
5024 9084 912
5015 3637 917
7269 8847 816
3269 9126 133
6432 4595 269
1927 497 641
1111 6677 156
6231 2556 286
174 5396 20
7080 8357 559
4964 2959 646
7281 5803 792
2967 2517 202
694 9791 195
2562 1762 940
6188 3907 762
4906 7532 220
9003 4446 131
5964 4324 100
3626 1127 909
4962 3785 933
4373 5120 681
3417 4161 702
6076 1459 907
7204 4073 583
5078 7518 372
1149 5661 167
8462 4239 24
9789 9774 405
819 138 699
5264 4533 730
7587 3952 178
1235 6035 207
1336 7831 891
4053 6053 839
6024 9867 25
554 7499 548
362 6337 524
6071 1667 277
5895 2417 562
7601 3349 345
8103 8946 639
1872 7259 783
3440 2934 896
6673 4025 158
6444 7505 584
3962 3761 876
926 1275 6
9326 7819 431
4428 6556 139
6436 5259 92
8476 4108 965
3555 374 338
5634 8015 510
8995 7941 190
7351 8656 938
9448 5572 25
8346 316 99
5887 1739 479
5463 965 580
6106 9800 329
1927 2352 310
6245 1589 31
1542 3251 625
4319 1362 778
5104 4093 213
9487 4909 52
3990 6745 494
8814 2724 139
9624 8685 129
1084 5696 921
2502 6530 276
1182 1236 489
6001 1900 967
103 4824 356
6041 5942 457
4563 8072 201
8785 4882 495
6600 2250 796
2931 9344 153
7772 2712 548
8536 9878 247
3617 8855 213
411 9697 84
22 4062 567
7419 4683 799
7794 6726 295
486 2935 89
9849 1669 134
6731 8817 723
6626 9943 295
5523 3312 567
4412 4049 669
2926 2839 886
2143 5114 459
459 3861 600
7574 6254 205
7063 5854 122
615 6212 411
994 640 522
8591 2738 966
8842 2699 349
3230 757 849
3255 9256 992
3149 4655 292
1387 9557 205
1755 7563 608
5202 4373 684
5576 9586 962
2940 4380 11
9244 6102 1
2330 9709 587
7216 1568 855
4989 2135 674
9296 7416 35
8191 7828 14
5727 1595 82
1623 3198 399
562 5658 573
196 5145 449
490 1402 241
3530 3341 334
1436 6906 791
1125 8887 129
8488 1639 933
5100 980 41
9933 9538 170
2389 9903 630
6747 7031 414
559 4539 800
9776 1067 196
6907 8101 260
8226 427 250
8460 7818 857
6134 3108 832
2810 695 434
4088 1450 97
3118 5401 985
6572 8560 579
5200 2529 902
6210 3456 378
7745 677 874
1456 5660 565
9938 2356 588
8276 168 624
6424 7483 412
227 5930 779
9605 5999 502
9973 2314 853
6056 1611 458
6163 4615 982
3376 3925 222
3875 6041 532
2649 9634 965
5213 607 892
1132 8292 782
1953 242 217
8691 1909 414
3965 282 981
2001 8967 996
7966 667 662
5769 2242 941
8735 2094 156
7961 8170 575
6656 6771 314
3564 5609 201
7235 173 140
6435 4850 752
1469 6359 650
5361 7294 430
88 622 460
9130 7365 719
8657 5886 208
8438 483 356
2705 6722 297
2361 6568 548
6037 6208 91
5837 4959 752
4215 330 729
6878 7871 925
2769 8120 364
6378 3644 595
5489 4989 823
5747 3107 674
8597 9069 727
6184 3507 323
3357 1850 792
1649 2904 3
5768 1009 380
695 6331 733
6898 7296 851
9544 1358 460
4521 6551 86
9828 6588 238
69 9460 858
4383 8465 155
198 9381 33
3969 6300 691
540 1247 245
3423 5446 281
2470 7725 609
2123 2146 148
5398 1188 170
3894 34 289
205 5484 620
9890 8060 59
6070 2345 289
1937 3185 419
5354 2273 74
3083 1168 238
7241 2227 800
2846 9047 165
7348 7262 673
9493 5842 332
1280 5414 292
1217 3377 369
8360 5979 30
9637 8719 910
2022 1519 115
8347 7275 537
4795 9715 794
3046 6825 134
1610 6467 993
3854 4947 272
986 6143 808
8203 9993 180
759 9025 315
2441 3905 856
3889 550 28
8836 669 891
7573 4512 650
9543 3817 709
1036 2344 486
9748 6374 912
4591 4800 650
3036 6681 663
7551 9205 43
5648 5345 646
9405 694 712
4919 4210 676
3566 1412 353
3362 469 834
6095 3615 791
1914 9757 623
9004 7314 607
1977 6949 347
7190 1612 591
8281 9517 301
3576 9441 750
722 4949 895
708 6287 233
9382 6789 263
9338 5110 284
9496 4372 230
8493 3476 628
7539 283 219
4286 3209 117
2775 6643 801
3057 2293 361
921 7264 855
3863 1647 771
5934 5042 643
9949 4394 285
9714 5173 240
410 2088 998
702 7803 464
2921 2320 185
9101 4843 323
5000 4297 548
7262 3745 35
6531 3765 923
6000 7739 649
7092 3372 840
9946 7023 943
9306 720 600
8273 9566 661
7035 3640 881
4893 7217 255
5785 3577 953
839 4086 653
5234 6848 441
9075 4268 127
6460 954 583
2353 1184 405
2699 638 836
4690 1584 400
9422 7114 769
9768 6687 330
1649 7595 109
2707 4339 641
8932 8635 831
3467 6426 618
7874 5424 395
491 5415 930
5444 5552 210
4088 9064 753
9403 8041 101
9633 8770 749
2532 8345 97
6758 4716 45
5215 21 932
8624 8485 359
4219 2818 704
252 4224 249
2736 6078 275
9552 1766 404
9965 5977 596
7057 439 407
5722 2266 765
6424 381 850
7498 9545 454
3857 755 217
9002 8559 156
7756 3195 913
3401 875 165
2189 1745 952
3216 7574 94
9295 9395 211
5345 5429 678
4924 1111 625
3816 2739 379
1777 7630 903
4201 8885 873
8534 4047 668
657 4607 884
2602 3570 73
9879 8166 857
5254 4734 966
3847 1271 124
6056 5877 288
7583 9695 673
3145 4286 926
5892 9939 257
4578 6584 296
2173 5036 228
6251 6258 97
1855 7745 467
5626 3395 907
6769 2617 9
1361 2168 111
1916 5897 227
4162 8010 513
72 9931 682
6706 278 468
4825 5100 370
6942 1670 490
5609 8567 256
6216 8200 957
2440 2012 567
9047 5018 112
3406 4624 327
145 2521 98
354 6119 745
7851 5058 649
4060 1955 577
3668 7846 646
6787 1445 768
5409 962 453
4519 9545 285
6429 623 287
5187 1256 439
9203 721 525
7780 5293 17
8653 3946 234
5617 6283 785
7342 1397 657
3868 1920 680
3865 2069 212
2239 2219 250
6677 4215 618
4780 439 606
4204 1016 193
3587 9427 748
6116 6392 679
4747 2985 305
3924 218 448
3176 1637 759
1687 4421 74
3390 7476 639
5022 6880 801
6676 7938 636
647 1314 804
3555 9177 181
4019 8608 293
7682 5210 228
2801 7813 96
9515 499 704
762 2457 41
4796 8941 112
8758 8304 573
4753 9391 153
5680 2018 802
1681 5123 502
7089 3116 73
5251 4665 869
4301 6292 282
1758 6374 403
1882 5018 682
1391 1460 169
4459 2998 654
1060 9144 424
2128 2607 259
4004 8027 467
7608 4227 260
7288 7550 354
7953 1504 92
2911 814 44
6550 4275 613
1279 1747 840
4020 1005 560
432 9526 827
4337 8252 395
2387 4730 444
5471 5901 748
5086 5121 841
5646 9492 887
3846 5665 959
1945 7993 224
9241 9955 810
7747 9842 835
4793 9465 695
4139 6366 78
9001 2644 616
1746 4368 647
4414 4465 615
5495 4186 923
8826 831 814
128 1358 917
4524 2178 625
1142 6257 436
9282 4118 29
6448 2562 627
9252 3534 304
6503 7553 753
1413 4706 829
209 3123 405
1738 1622 389
4846 8811 130
1489 9381 569
2893 1215 599
9085 9666 929
3881 2719 518
9265 5550 623
7033 7552 253
2896 2862 576
8731 8710 676
9353 8681 57
209 3005 845
4309 9589 759
6156 4583 52
1003 4030 150
7008 4335 322
631 1330 783
1036 1642 246
6598 3223 140
7907 1613 257
1420 2195 398
8911 8594 307
148 8778 126
786 594 778
9471 9875 616
4314 8519 992
3427 3906 215
9545 560 655
9449 3039 685
6670 4967 569
1869 7444 348
1345 257 825
2449 3018 958
3596 3069 101
5620 5207 283
8674 7962 585
6306 3708 444
641 1557 602
9164 7829 465
9246 2866 986
871 1061 545
5449 4491 719
2939 3430 132
680 2322 80
7311 6942 37
2876 120 606
1632 7725 855
3781 9421 985
4547 3292 722
3947 4079 444
1193 8333 60
263 6389 22
5033 9162 473
126 6183 171
7609 8336 578
9007 1834 88
3862 4420 87
6552 5077 333
7003 3158 444
3596 6391 215
1007 4677 563
1423 9454 313
9072 3610 168
5009 3070 710
9335 9444 447
8875 9831 541
8760 8717 304
4316 1115 977
6732 9470 138
3994 4841 850
939 4199 416
9428 7562 549
3167 7893 821
5498 5014 379
9214 4156 191
4124 6842 762
7881 6168 198
6039 1201 637
9317 4565 587
7268 7400 644
1848 7206 809
5476 3238 171
3065 6677 929
7460 1711 983
2577 803 673
2843 5461 4
4007 6471 614
9048 5981 195
6025 7781 618
9728 4868 472
9305 5091 787
9358 7979 77
7698 7318 841
668 626 83
984 9570 693
2879 4024 505
6194 2356 444
4623 9449 677
4764 4523 748
2272 6647 69
1097 6597 305
5996 7433 145
2914 2929 710
1730 7357 894
210 3499 314
6365 9382 627
6322 3700 257
3307 6326 568
4514 8722 414
2141 2765 436
8932 7512 276
5973 9663 505
9572 8672 177
353 6614 976
2694 3245 87
6474 6121 981
6651 8453 658
54 8591 697
1986 7767 343
7974 3455 257
49 784 451
8704 3104 214
5946 548 254
7592 9845 138
3547 9997 685
140 3130 344
3462 2692 663
1159 401 152
5619 4978 682
5783 7081 394
5485 2619 372
6790 772 498
6024 3420 427
3188 5460 364
4589 5709 418
6773 5844 303
6542 5923 91
7010 4075 361
3359 7879 48
6103 1005 658
4357 7493 504
9680 3725 748
6163 2557 372
4703 3157 511
8881 8220 170
7938 565 261
8364 9198 208
4880 9507 107
9618 3183 27
4981 1862 916
6458 8393 223
6716 5743 873
6038 2867 960
8406 7502 496
1682 7229 810
2204 6229 831
7094 861 840
3995 5303 768
358 4843 894
4983 4061 347
1929 2012 181
1149 998 686
2101 6059 179
7144 300 224
159 7986 395
4060 9237 335
7067 734 891
7608 9181 672
408 9356 889
6690 272 126
1129 4715 599
876 2673 344
7924 8138 649
6675 3461 695
7936 1078 549
2864 6105 811
3478 4049 306
5167 390 840
482 1842 321
1433 3423 145
5355 8161 150
8922 2990 524
8332 8826 883
2086 742 928
1281 918 949
194 5418 439
1025 1701 708
2075 2839 842
5360 372 187
7868 9805 102
6334 3333 579
1826 1474 71
2225 4048 117
5252 7996 770
1720 1183 574
3448 3801 205
2338 5875 199
9836 7287 244
529 2428 380
865 4416 851
8900 7349 696
5924 715 658
7328 8825 567
3700 2189 852
5227 5119 614
1895 1244 342
3117 9164 424
8905 9969 505
7162 551 274
6243 9582 245
9823 2704 73
9040 8372 207
2466 8943 830
4771 3069 587
7101 6701 514
6399 9519 93
1013 9414 298
3442 4885 316
2485 8237 899
3118 5184 709
5444 2099 731
8693 6841 592
5401 7459 528
8754 483 710
8124 3256 697
6806 8699 673
2729 4242 939
8094 2150 862
3899 8162 273
7284 8544 306
8117 3721 200
2950 6429 359
4860 9220 710
7758 3508 856
